rank, p, n, total, time/gen, comm/gen, comp/gen, display/gen, comm/display, sendrecv/gen, barrier/gen
15, 16, 1024, 16411.527000, 164.115270, 160.713330, 3.401940, 0.001850, 0.092000, 156.960040, 3.753290
0, 16, 1024, 748.161000, 7.481610, 3.100440, 4.381170, 156.635200, 175.131500, 0.647250, 2.453190
2, 16, 1024, 16435.031000, 164.350310, 159.993000, 4.357310, 0.005880, 0.294000, 0.003360, 159.989640
6, 16, 1024, 16429.740000, 164.297400, 157.961440, 6.335960, 0.002260, 0.113000, 0.051400, 157.910040
5, 16, 1024, 16431.845000, 164.318450, 157.887810, 6.430640, 0.002040, 0.102000, 0.028900, 157.858910
11, 16, 1024, 16420.035000, 164.200350, 157.829970, 6.370380, 0.002480, 0.124000, 0.455830, 157.374140
14, 16, 1024, 16413.846000, 164.138460, 160.722100, 3.416360, 0.001620, 0.081000, 0.064320, 160.657780
9, 16, 1024, 16425.127000, 164.251270, 157.911780, 6.339490, 0.002330, 0.116000, 0.034440, 157.877340
4, 16, 1024, 16433.869000, 164.338690, 157.617560, 6.721130, 0.002960, 0.147500, 0.925660, 156.691900
12, 16, 1024, 16418.830000, 164.188300, 160.813890, 3.374410, 0.001650, 0.082500, 0.750680, 160.063210
13, 16, 1024, 16416.466000, 164.164660, 160.772530, 3.392130, 0.001790, 0.089500, 0.030130, 160.742400
10, 16, 1024, 16422.369000, 164.223690, 157.884280, 6.339410, 0.002430, 0.121000, 0.026820, 157.857460
0, 16, 2048, 2806.995000, 28.069950, 8.310270, 19.759680, 646.935390, 268.569000, 0.894110, 7.416160
2, 16, 2048, 67523.455000, 675.234550, 655.591110, 19.643440, 0.008370, 0.418500, 0.006320, 655.584790
5, 16, 2048, 67280.825000, 672.808250, 646.426360, 26.381890, 2.366250, 118.311500, 0.222180, 646.204180
1, 16, 2048, 67523.450000, 675.234500, 655.552930, 19.681570, 0.008420, 0.420500, 647.172670, 8.380260
3, 16, 2048, 67523.237000, 675.232370, 655.557190, 19.675180, 0.009320, 0.465500, 3.008550, 652.548640
8, 16, 2048, 67294.126000, 672.941260, 647.453820, 25.487440, 2.160850, 108.042000, 1.964110, 645.489710
12, 16, 2048, 67296.322000, 672.963220, 659.307830, 13.655390, 2.115770, 105.787500, 1.574010, 657.733820
13, 16, 2048, 67233.311000, 672.333110, 658.641970, 13.691140, 2.720150, 136.006500, 0.450660, 658.191310
11, 16, 2048, 67244.826000, 672.448260, 647.011490, 25.436770, 2.613700, 130.684000, 0.566430, 646.445060
6, 16, 2048, 67276.559000, 672.765590, 647.187900, 25.577690, 2.387530, 119.376000, 0.209210, 646.978690
14, 16, 2048, 67212.047000, 672.120470, 658.693410, 13.427060, 2.909470, 145.473000, 0.707530, 657.985880
9, 16, 2048, 67194.738000, 671.947380, 646.653590, 25.293790, 3.163570, 158.178000, 0.178010, 646.475580
4, 16, 2048, 67328.544000, 673.285440, 646.730230, 26.555210, 1.902950, 95.147000, 1.462050, 645.268180
10, 16, 2048, 67251.176000, 672.511760, 647.183980, 25.327780, 2.574120, 128.705500, 0.772940, 646.411040
7, 16, 2048, 67309.241000, 673.092410, 647.631430, 25.460980, 2.035560, 101.777500, 0.903540, 646.727890
15, 16, 2048, 67208.500000, 672.085000, 658.603850, 13.481150, 2.919800, 145.988500, 644.402460, 14.201390
